a_coeffs,b_coeffs,value,constant,c0,c1,c2
"(2,2)","(4,6,-10)",2,sqrt(2),2,1,-999
"(4,2)","(4,6,-10)",4,sqrt(2),4,1,-999
"(2,-10)","(6,4,-10)",2,sqrt(2),2,1,-999
"(4,-10)","(6,4,-10)",4,sqrt(2),4,1,-999
"(2,-5)","(4,6,-10)",2,sqrt(2),2,1,-999
"(4,-5)","(4,6,-10)",4,sqrt(2),4,1,-999
"(2,-4)","(4,6,-10)",2,sqrt(2),2,1,-999
"(4,-4)","(4,6,-10)",4,sqrt(2),4,1,-999
"(0,-10)","(2,-7,-9)",2,sqrt(2),2,1,-999
"(2,-10)","(2,8,-10)",2,sqrt(2),2,1,-999
"(4,-10)","(2,8,-10)",4,sqrt(2),4,1,-999
"(2,-9)","(2,8,-10)",2,sqrt(2),2,1,-999
"(4,-9)","(2,8,-10)",4,sqrt(2),4,1,-999
"(2,9)","(1,9,-10)",2,sqrt(2),2,1,-999
"(4,9)","(1,9,-10)",4,sqrt(2),4,1,-999
"(2,10)","(1,9,-10)",2,sqrt(2),2,1,-999
"(4,10)","(1,9,-10)",4,sqrt(2),4,1,-999
"(4,6)","(3,7,-10)",4,sqrt(2),4,1,-999
"(2,7)","(3,7,-10)",2,sqrt(2),2,1,-999
"(4,7)","(3,7,-10)",4,sqrt(2),4,1,-999
"(2,3)","(1,9,-10)",2,sqrt(2),2,1,-999
"(4,3)","(1,9,-10)",4,sqrt(2),4,1,-999
"(2,4)","(1,9,-10)",2,sqrt(2),2,1,-999
"(4,4)","(1,9,-10)",4,sqrt(2),4,1,-999
"(2,0)","(3,7,-10)",2,sqrt(2),2,1,-999
"(4,0)","(3,7,-10)",4,sqrt(2),4,1,-999
"(2,1)","(3,7,-10)",2,sqrt(2),2,1,-999
"(4,1)","(3,7,-10)",4,sqrt(2),4,1,-999
"(2,7)","(2,8,-10)",2,sqrt(2),2,1,-999
"(4,7)","(2,8,-10)",4,sqrt(2),4,1,-999
"(2,8)","(2,8,-10)",2,sqrt(2),2,1,-999
"(4,8)","(2,8,-10)",4,sqrt(2),4,1,-999
"(4,-5)","(1,9,-10)",4,sqrt(2),4,1,-999
"(2,-4)","(1,9,-10)",2,sqrt(2),2,1,-999
"(4,-4)","(1,9,-10)",4,sqrt(2),4,1,-999
"(6,9)","(2,-3,-9)",5.2360679774997898,phi,2,1,2
"(2,-10)","(1,9,-10)",2,sqrt(2),2,1,-999
"(4,-10)","(1,9,-10)",4,sqrt(2),4,1,-999
"(2,5)","(3,7,-10)",2,sqrt(2),2,1,-999
"(4,5)","(3,7,-10)",4,sqrt(2),4,1,-999
"(2,6)","(3,7,-10)",2,sqrt(2),2,1,-999
"(2,-1)","(3,7,-10)",2,sqrt(2),2,1,-999
"(4,-1)","(3,7,-10)",4,sqrt(2),4,1,-999
"(2,4)","(10,-1,-9)",2,sqrt(2),2,1,-999
"(4,4)","(10,-1,-9)",4,sqrt(2),4,1,-999
"(2,-2)","(10,-1,-9)",2,sqrt(2),2,1,-999
"(4,-2)","(10,-1,-9)",4,sqrt(2),4,1,-999
"(5,10)","(0,0,-9)",4.3280851226668906,1/ln(2),0,1,3
"(2,10)","(10,-1,-9)",2,sqrt(2),2,1,-999
"(4,10)","(10,-1,-9)",4,sqrt(2),4,1,-999
"(2,0)","(4,6,-10)",2,sqrt(2),2,1,-999
"(4,0)","(4,6,-10)",4,sqrt(2),4,1,-999
"(2,-6)","(4,6,-10)",2,sqrt(2),2,1,-999
"(4,-6)","(4,6,-10)",4,sqrt(2),4,1,-999
"(2,-2)","(4,6,-10)",2,sqrt(2),2,1,-999
"(4,-2)","(4,6,-10)",4,sqrt(2),4,1,-999
"(2,-1)","(4,6,-10)",2,sqrt(2),2,1,-999
"(4,-1)","(4,6,-10)",4,sqrt(2),4,1,-999
"(2,-8)","(4,6,-10)",2,sqrt(2),2,1,-999
"(4,-8)","(4,6,-10)",4,sqrt(2),4,1,-999
"(2,-7)","(4,6,-10)",2,sqrt(2),2,1,-999
"(4,-7)","(4,6,-10)",4,sqrt(2),4,1,-999
"(2,9)","(9,0,-9)",2,sqrt(2),2,1,-999
"(4,9)","(9,0,-9)",4,sqrt(2),4,1,-999
"(2,10)","(9,0,-9)",2,sqrt(2),2,1,-999
"(2,3)","(9,0,-9)",2,sqrt(2),2,1,-999
"(4,3)","(9,0,-9)",4,sqrt(2),4,1,-999
"(5,10)","(0,-4,-9)",4,sqrt(2),4,1,-999
"(2,-1)","(10,-1,-9)",2,sqrt(2),2,1,-999
"(4,-1)","(10,-1,-9)",4,sqrt(2),4,1,-999
"(2,0)","(10,-1,-9)",2,sqrt(2),2,1,-999
"(4,0)","(10,-1,-9)",4,sqrt(2),4,1,-999
"(2,-7)","(10,-1,-9)",2,sqrt(2),2,1,-999
"(4,-7)","(10,-1,-9)",4,sqrt(2),4,1,-999
"(2,-6)","(10,-1,-9)",2,sqrt(2),2,1,-999
"(4,-6)","(10,-1,-9)",4,sqrt(2),4,1,-999
"(2,8)","(8,1,-9)",2,sqrt(2),2,1,-999
"(4,8)","(8,1,-9)",4,sqrt(2),4,1,-999
"(2,9)","(8,1,-9)",2,sqrt(2),2,1,-999
"(4,9)","(8,1,-9)",4,sqrt(2),4,1,-999
"(2,-5)","(9,0,-9)",2,sqrt(2),2,1,-999
"(4,-5)","(9,0,-9)",4,sqrt(2),4,1,-999
"(2,-4)","(9,0,-9)",2,sqrt(2),2,1,-999
"(4,-4)","(9,0,-9)",4,sqrt(2),4,1,-999
"(2,-10)","(9,0,-9)",2,sqrt(2),2,1,-999
"(4,-10)","(9,0,-9)",4,sqrt(2),4,1,-999
"(2,10)","(8,1,-9)",2,sqrt(2),2,1,-999
"(4,10)","(8,1,-9)",4,sqrt(2),4,1,-999
"(2,0)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,0)","(3,6,-9)",4,sqrt(2),4,1,-999
"(2,1)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,1)","(3,6,-9)",4,sqrt(2),4,1,-999
"(2,-6)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,-6)","(3,6,-9)",4,sqrt(2),4,1,-999
"(2,-5)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,-5)","(3,6,-9)",4,sqrt(2),4,1,-999
"(2,-1)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,-1)","(3,6,-9)",4,sqrt(2),4,1,-999
"(2,-7)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,-7)","(3,6,-9)",4,sqrt(2),4,1,-999
"(4,7)","(9,0,-9)",4,sqrt(2),4,1,-999
"(2,8)","(9,0,-9)",2,sqrt(2),2,1,-999
"(4,8)","(9,0,-9)",4,sqrt(2),4,1,-999
"(1,-10)","(0,2,-9)",2,sqrt(2),2,1,-999
"(2,1)","(9,0,-9)",2,sqrt(2),2,1,-999
"(4,1)","(9,0,-9)",4,sqrt(2),4,1,-999
"(2,2)","(9,0,-9)",2,sqrt(2),2,1,-999
"(4,2)","(9,0,-9)",4,sqrt(2),4,1,-999
"(2,7)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,7)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,5)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,5)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,6)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,6)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,8)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,8)","(3,6,-9)",4,sqrt(2),4,1,-999
"(2,10)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,10)","(7,2,-9)",4,sqrt(2),4,1,-999
"(4,-1)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,0)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,0)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,4)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,4)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,5)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,5)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,-4)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,-4)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,-3)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,-3)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,-10)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,-10)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,-9)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,-9)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,-7)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,-7)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,-6)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,-6)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,-10)","(8,1,-9)",2,sqrt(2),2,1,-999
"(4,-10)","(8,1,-9)",4,sqrt(2),4,1,-999
"(2,9)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,9)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,10)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,10)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,6)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,6)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,7)","(1,8,-9)",2,sqrt(2),2,1,-999
"(2,6)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,6)","(3,6,-9)",4,sqrt(2),4,1,-999
"(2,7)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,7)","(3,6,-9)",4,sqrt(2),4,1,-999
"(2,-8)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,-8)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,-7)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,-7)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,6)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,6)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,7)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,7)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,0)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,0)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,1)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,1)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,2)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,2)","(6,3,-9)",4,sqrt(2),4,1,-999
"(4,-5)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,-4)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,-4)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,1)","(10,-1,-9)",2,sqrt(2),2,1,-999
"(4,1)","(10,-1,-9)",4,sqrt(2),4,1,-999
"(2,-6)","(4,5,-9)",2,sqrt(2),2,1,-999
"(4,-6)","(4,5,-9)",4,sqrt(2),4,1,-999
"(2,-5)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,-5)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,-5)","(4,5,-9)",2,sqrt(2),2,1,-999
"(4,-5)","(4,5,-9)",4,sqrt(2),4,1,-999
"(2,-4)","(4,5,-9)",2,sqrt(2),2,1,-999
"(4,-4)","(4,5,-9)",4,sqrt(2),4,1,-999
"(2,-5)","(10,-1,-9)",2,sqrt(2),2,1,-999
"(4,-5)","(10,-1,-9)",4,sqrt(2),4,1,-999
"(2,-10)","(4,5,-9)",2,sqrt(2),2,1,-999
"(2,9)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,9)","(7,2,-9)",4,sqrt(2),4,1,-999
"(4,2)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,3)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,3)","(7,2,-9)",4,sqrt(2),4,1,-999
"(8,8)","(0,-8,-8)",6.8284271247461898,sqrt(2),4,1,2
"(2,-8)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,-8)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,-7)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,-7)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,-2)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,-2)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,-1)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,-1)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,9)","(4,5,-9)",2,sqrt(2),2,1,-999
"(4,9)","(4,5,-9)",4,sqrt(2),4,1,-999
"(2,10)","(4,5,-9)",2,sqrt(2),2,1,-999
"(4,10)","(4,5,-9)",4,sqrt(2),4,1,-999
"(2,6)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,6)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,6)","(4,5,-9)",2,sqrt(2),2,1,-999
"(4,6)","(4,5,-9)",4,sqrt(2),4,1,-999
"(4,7)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,8)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,8)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,0)","(4,5,-9)",2,sqrt(2),2,1,-999
"(4,0)","(4,5,-9)",4,sqrt(2),4,1,-999
"(2,8)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,8)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,-2)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,-2)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,-1)","(7,2,-9)",2,sqrt(2),2,1,-999
"(2,2)","(10,-1,-9)",2,sqrt(2),2,1,-999
"(4,2)","(10,-1,-9)",4,sqrt(2),4,1,-999
"(2,3)","(10,-1,-9)",2,sqrt(2),2,1,-999
"(4,3)","(10,-1,-9)",4,sqrt(2),4,1,-999
"(2,-3)","(9,0,-9)",2,sqrt(2),2,1,-999
"(4,-3)","(9,0,-9)",4,sqrt(2),4,1,-999
"(2,-6)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,-6)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,-5)","(6,3,-9)",2,sqrt(2),2,1,-999
"(2,-10)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,-10)","(6,3,-9)",4,sqrt(2),4,1,-999
"(4,10)","(9,0,-9)",4,sqrt(2),4,1,-999
"(2,-8)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,-8)","(7,2,-9)",4,sqrt(2),4,1,-999
"(3,-10)","(0,4,-9)",4,sqrt(2),4,1,-999
"(2,4)","(2,7,-9)",2,sqrt(2),2,1,-999
"(4,4)","(2,7,-9)",4,sqrt(2),4,1,-999
"(2,-2)","(2,7,-9)",2,sqrt(2),2,1,-999
"(4,-2)","(2,7,-9)",4,sqrt(2),4,1,-999
"(2,5)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,5)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,-9)","(9,0,-9)",2,sqrt(2),2,1,-999
"(4,-9)","(9,0,-9)",4,sqrt(2),4,1,-999
"(2,4)","(9,0,-9)",2,sqrt(2),2,1,-999
"(4,4)","(9,0,-9)",4,sqrt(2),4,1,-999
"(2,5)","(9,0,-9)",2,sqrt(2),2,1,-999
"(4,5)","(9,0,-9)",4,sqrt(2),4,1,-999
"(2,3)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,3)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,4)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,4)","(6,3,-9)",4,sqrt(2),4,1,-999
"(4,-2)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,-1)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,-1)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,-1)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,-1)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,0)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,0)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,7)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,7)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,8)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,8)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,-4)","(10,-1,-9)",2,sqrt(2),2,1,-999
"(4,-4)","(10,-1,-9)",4,sqrt(2),4,1,-999
"(2,-3)","(10,-1,-9)",2,sqrt(2),2,1,-999
"(4,-3)","(10,-1,-9)",4,sqrt(2),4,1,-999
"(2,-3)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,-3)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,-2)","(6,3,-9)",2,sqrt(2),2,1,-999
"(2,1)","(7,2,-9)",2,sqrt(2),2,1,-999
"(4,1)","(7,2,-9)",4,sqrt(2),4,1,-999
"(2,2)","(7,2,-9)",2,sqrt(2),2,1,-999
"(-3,-9)","(2,3,-9)",-2.6180339887498949,phi,-1,1,-1
"(2,-8)","(4,5,-9)",2,sqrt(2),2,1,-999
"(4,-8)","(4,5,-9)",4,sqrt(2),4,1,-999
"(2,-7)","(4,5,-9)",2,sqrt(2),2,1,-999
"(4,-7)","(4,5,-9)",4,sqrt(2),4,1,-999
"(2,-7)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,-7)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,-6)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,-10)","(4,5,-9)",4,sqrt(2),4,1,-999
"(2,-9)","(4,5,-9)",2,sqrt(2),2,1,-999
"(4,-9)","(4,5,-9)",4,sqrt(2),4,1,-999
"(2,8)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,8)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,9)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,9)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,2)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,2)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,3)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,3)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,-10)","(4,-5,-9)",4,sqrt(2),4,1,-999
"(2,-9)","(6,3,-9)",2,sqrt(2),2,1,-999
"(4,-9)","(6,3,-9)",4,sqrt(2),4,1,-999
"(2,1)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,1)","(5,4,-9)",4,sqrt(2),4,1,-999
"(3,9)","(2,3,-9)",2.6180339887498949,phi,1,1,1
"(4,-6)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,-5)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,-5)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,-2)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,-2)","(5,4,-9)",4,sqrt(2),4,1,-999
"(4,-9)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,-8)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,-8)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,9)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,9)","(3,6,-9)",4,sqrt(2),4,1,-999
"(2,10)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,10)","(3,6,-9)",4,sqrt(2),4,1,-999
"(2,9)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,9)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,10)","(1,8,-9)",2,sqrt(2),2,1,-999
"(2,10)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,10)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,-4)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,-4)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,-3)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,-3)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,3)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,3)","(3,6,-9)",4,sqrt(2),4,1,-999
"(2,4)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,4)","(3,6,-9)",4,sqrt(2),4,1,-999
"(2,4)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,4)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,-10)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,-10)","(5,4,-9)",4,sqrt(2),4,1,-999
"(2,-9)","(5,4,-9)",2,sqrt(2),2,1,-999
"(4,10)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,4)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,4)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,5)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,5)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,-5)","(2,7,-9)",2,sqrt(2),2,1,-999
"(4,-5)","(2,7,-9)",4,sqrt(2),4,1,-999
"(2,-6)","(7,-10,-8)",1.9999999999999982,sqrt(2),2,1,-999
"(2,-3)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,-3)","(3,6,-9)",4,sqrt(2),4,1,-999
"(2,-2)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,-2)","(3,6,-9)",4,sqrt(2),4,1,-999
"(2,1)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,1)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,2)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,2)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,-5)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,-5)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,-4)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,-4)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,-9)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,-9)","(3,6,-9)",4,sqrt(2),4,1,-999
"(2,-8)","(3,6,-9)",2,sqrt(2),2,1,-999
"(4,-8)","(3,6,-9)",4,sqrt(2),4,1,-999
"(2,-2)","(9,0,-9)",2,sqrt(2),2,1,-999
"(4,-2)","(9,0,-9)",4,sqrt(2),4,1,-999
"(2,-1)","(9,0,-9)",2,sqrt(2),2,1,-999
"(4,-1)","(9,0,-9)",4,sqrt(2),4,1,-999
"(2,10)","(2,7,-9)",2,sqrt(2),2,1,-999
"(4,10)","(2,7,-9)",4,sqrt(2),4,1,-999
"(2,4)","(-1,10,-9)",2,sqrt(2),2,1,-999
"(4,4)","(-1,10,-9)",4,sqrt(2),4,1,-999
"(2,5)","(-1,10,-9)",2,sqrt(2),2,1,-999
"(4,5)","(-1,10,-9)",4,sqrt(2),4,1,-999
"(2,-8)","(2,7,-9)",2,sqrt(2),2,1,-999
"(4,-8)","(2,7,-9)",4,sqrt(2),4,1,-999
"(2,-2)","(-1,10,-9)",2,sqrt(2),2,1,-999
"(4,-2)","(-1,10,-9)",4,sqrt(2),4,1,-999
"(2,-1)","(-1,10,-9)",2,sqrt(2),2,1,-999
"(2,8)","(10,-1,-9)",2,sqrt(2),2,1,-999
"(4,8)","(10,-1,-9)",4,sqrt(2),4,1,-999
"(2,9)","(10,-1,-9)",2,sqrt(2),2,1,-999
"(4,9)","(10,-1,-9)",4,sqrt(2),4,1,-999
"(2,-4)","(2,7,-9)",2,sqrt(2),2,1,-999
"(4,-4)","(2,7,-9)",4,sqrt(2),4,1,-999
"(2,-3)","(2,7,-9)",2,sqrt(2),2,1,-999
"(4,-3)","(2,7,-9)",4,sqrt(2),4,1,-999
"(2,3)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,3)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,-8)","(9,0,-9)",2,sqrt(2),2,1,-999
"(4,-8)","(9,0,-9)",4,sqrt(2),4,1,-999
"(2,-7)","(9,0,-9)",2,sqrt(2),2,1,-999
"(4,-7)","(9,0,-9)",4,sqrt(2),4,1,-999
"(2,-3)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,-3)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,-10)","(2,7,-9)",2,sqrt(2),2,1,-999
"(4,-10)","(2,7,-9)",4,sqrt(2),4,1,-999
"(2,-9)","(2,7,-9)",2,sqrt(2),2,1,-999
"(4,-9)","(2,7,-9)",4,sqrt(2),4,1,-999
"(4,-1)","(-1,10,-9)",4,sqrt(2),4,1,-999
"(2,0)","(-1,10,-9)",2,sqrt(2),2,1,-999
"(4,0)","(-1,10,-9)",4,sqrt(2),4,1,-999
"(2,8)","(2,7,-9)",2,sqrt(2),2,1,-999
"(4,8)","(2,7,-9)",4,sqrt(2),4,1,-999
"(2,9)","(2,7,-9)",2,sqrt(2),2,1,-999
"(4,9)","(2,7,-9)",4,sqrt(2),4,1,-999
"(2,-7)","(-1,10,-9)",2,sqrt(2),2,1,-999
"(4,-7)","(-1,10,-9)",4,sqrt(2),4,1,-999
"(2,-6)","(-1,10,-9)",2,sqrt(2),2,1,-999
"(4,-6)","(-1,10,-9)",4,sqrt(2),4,1,-999
"(2,2)","(2,7,-9)",2,sqrt(2),2,1,-999
"(4,2)","(2,7,-9)",4,sqrt(2),4,1,-999
"(2,3)","(2,7,-9)",2,sqrt(2),2,1,-999
"(4,3)","(2,7,-9)",4,sqrt(2),4,1,-999
"(2,-3)","(0,9,-9)",2,sqrt(2),2,1,-999
"(4,-3)","(0,9,-9)",4,sqrt(2),4,1,-999
"(2,-2)","(0,9,-9)",2,sqrt(2),2,1,-999
"(4,-2)","(0,9,-9)",4,sqrt(2),4,1,-999
"(2,8)","(0,9,-9)",2,sqrt(2),2,1,-999
"(4,8)","(0,9,-9)",4,sqrt(2),4,1,-999
"(2,9)","(0,9,-9)",2,sqrt(2),2,1,-999
"(4,9)","(0,9,-9)",4,sqrt(2),4,1,-999
"(2,-7)","(0,9,-9)",2,sqrt(2),2,1,-999
"(4,-7)","(0,9,-9)",4,sqrt(2),4,1,-999
"(2,-9)","(0,9,-9)",2,sqrt(2),2,1,-999
"(4,-9)","(0,9,-9)",4,sqrt(2),4,1,-999
"(2,-8)","(0,9,-9)",2,sqrt(2),2,1,-999
"(4,-8)","(0,9,-9)",4,sqrt(2),4,1,-999
"(2,7)","(4,5,-9)",2,sqrt(2),2,1,-999
"(4,7)","(4,5,-9)",4,sqrt(2),4,1,-999
"(2,8)","(4,5,-9)",2,sqrt(2),2,1,-999
"(4,8)","(4,5,-9)",4,sqrt(2),4,1,-999
"(2,3)","(4,5,-9)",2,sqrt(2),2,1,-999
"(4,3)","(4,5,-9)",4,sqrt(2),4,1,-999
"(2,2)","(0,9,-9)",2,sqrt(2),2,1,-999
"(4,2)","(0,9,-9)",4,sqrt(2),4,1,-999
"(2,3)","(0,9,-9)",2,sqrt(2),2,1,-999
"(2,1)","(4,5,-9)",2,sqrt(2),2,1,-999
"(4,1)","(4,5,-9)",4,sqrt(2),4,1,-999
"(2,2)","(4,5,-9)",2,sqrt(2),2,1,-999
"(4,2)","(4,5,-9)",4,sqrt(2),4,1,-999
"(4,9)","(-2,-10,-8)",2,sqrt(2),2,1,-999
"(2,-10)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,-10)","(1,8,-9)",4,sqrt(2),4,1,-999
"(2,-3)","(4,5,-9)",2,sqrt(2),2,1,-999
"(4,-3)","(4,5,-9)",4,sqrt(2),4,1,-999
"(2,0)","(1,8,-9)",2,sqrt(2),2,1,-999
"(4,0)","(1,8,-9)",4,sqrt(2),4,1,-999
