d,R(d)
439956,2062
439957,6135
439958,3620
439959,4270
439960,2816
439961,7047
439962,2626
439963,7101
439964,2783
439965,3912
439966,3343
439967,6060
439968,2730
439969,7008
439970,2876
439971,3875
439972,3427
439973,6972
439974,2683
439975,5492
439976,3584
439977,4922
439978,2502
439979,7468
439980,2024
439981,7373
439982,3321
439983,4276
439984,3714
439985,4693
439986,2381
439987,7332
439988,3491
439989,4231
439990,2543
439991,7662
439992,2080
439993,6484
439994,3781
439995,4180
439996,3918
439997,7131
439998,2537
439999,6236
440000,2892
440001,4612
440002,3235
440003,7365
440004,2402
440005,6020
440006,3082
440007,4691
440008,3476
440009,7382
440010,1963
440011,5596
440012,3462
440013,4247
440014,3287
440015,6087
440016,2512
440017,6810
440018,3260
440019,4722
440020,2644
440021,7366
440022,2280
440023,7492
440024,3497
440025,3677
440026,3734
440027,6016
440028,2089
440029,7390
440030,3091
440031,4681
440032,3763
440033,7181
440034,2107
440035,5752
440036,3464
440037,4564
440038,3942
440039,7194
440040,1603
440041,5948
440042,3622
440043,5161
440044,3489
440045,5143
440046,2568
440047,7527
440048,3005
440049,4749
440050,2851
440051,7555
440052,2566
440053,7281
440054,3542
440055,3178
440056,3778
440057,7999
440058,2439
440059,6882
440060,2940
440061,4745
440062,2991
440063,6430
440064,2500
440065,5815
440066,3123
440067,4819
440068,3440
440069,6476
440070,1736
440071,7028
440072,3232
440073,4655
440074,4018
440075,5654
440076,1911
440077,6391
440078,3399
440079,3899
440080,2689
440081,7078
440082,2326
440083,6120
440084,4023
440085,4421
440086,4007
440087,7165
440088,2249
440089,6597
440090,2258
440091,4918
440092,3408
440093,7469
440094,2339
440095,5751
440096,3028
440097,3674
440098,3811
440099,7042
440100,2469
440101,8189
440102,3398
440103,5030
440104,2914
440105,6129
440106,2427
440107,7210
440108,3357
440109,4474
440110,2862
440111,5542
440112,2402
440113,6447
440114,3807
440115,3360
440116,3141
440117,7604
440118,1830
440119,7796
440120,2869
440121,4500
440122,3323
440123,7314
440124,2474
440125,4651
440126,3356
440127,4690
440128,2973
440129,6821
440130,1829
440131,7158
440132,2860
440133,4566
440134,3446
440135,5349
440136,2509
440137,7326
440138,3445
440139,3846
440140,2991
440141,6915
440142,2619
440143,6707
440144,3526
440145,3723
440146,3332
440147,7075
440148,2868
440149,7114
440150,3173
440151,5242
440152,3359
440153,6320
440154,1850
440155,5540
440156,3396
440157,4430
440158,3823
440159,7037
440160,1305
440161,7141
440162,3148
440163,4718
440164,3324
440165,4995
440166,2332
440167,5485
440168,4155
440169,4727
440170,2945
440171,7393
440172,2595
440173,7009
440174,3136
440175,4114
440176,2989
440177,7270
440178,2480
440179,7673
440180,2841
440181,4008
440182,3378
440183,7360
440184,2240
440185,6120
440186,3785
440187,4560
440188,2908
440189,7509
440190,1861
440191,6789
440192,3293
440193,4426
440194,3630
440195,4750
440196,2387
440197,7305
440198,2774
440199,4107
440200,2518
440201,7357
440202,1800
440203,7152
440204,3694
440205,3983
440206,3337
440207,8680
440208,2350
440209,5846
440210,2608
440211,4949
440212,3699
440213,7050
440214,2737
440215,5821
440216,3123
440217,4953
440218,3209
440219,6861
440220,1441
440221,7446
440222,3434
440223,4177
440224,3838
440225,6302
440226,2828
440227,7446
440228,3633
440229,4730
440230,2243
440231,6833
440232,2092
440233,7318
440234,3629
440235,3833
440236,4008
440237,6219
440238,2222
440239,6608
440240,3136
440241,4560
440242,3398
440243,6961
440244,2381
440245,5277
440246,4205
440247,4883
440248,3707
440249,6456
440250,2003
440251,6332
440252,3490
440253,4307
440254,3371
440255,5707
440256,2207
440257,7147
440258,2779
440259,5103
440260,3214
440261,6798
440262,2420
440263,6744
440264,3088
440265,2656
440266,2849
440267,6912
440268,2561
440269,7696
440270,2645
440271,4402
440272,3028
440273,7089
440274,2444
440275,5170
440276,3843
440277,5070
440278,3580
440279,6185
440280,2411
440281,7255
440282,3715
440283,4474
440284,3474
440285,5574
440286,1834
440287,6901
440288,3703
440289,4865
440290,3329
440291,7168
440292,2112
440293,6418
440294,3729
440295,4046
440296,2995
440297,6131
440298,2081
440299,6668
440300,2499
440301,5002
440302,3674
440303,6960
440304,2493
440305,5426
440306,3514
440307,4294
440308,3101
440309,6938
440310,1761
440311,7660
440312,3187
440313,4577
440314,3376
440315,5761
440316,2304
440317,6725
440318,3519
440319,4163
440320,2682
440321,6722
440322,2390
440323,6863
440324,3159
440325,3942
440326,3726
440327,7381
440328,1934
440329,6419
440330,2495
440331,4687
440332,3160
440333,7526
440334,2436
440335,4514
440336,3278
440337,4731
440338,3565
440339,7454
440340,1879
440341,7031
440342,2880
440343,5015
440344,3469
440345,5479
440346,2325
440347,7523
440348,3958
440349,3924
440350,3038
440351,7008
440352,1951
440353,7610
440354,3671
440355,3352
440356,2935
440357,7134
440358,2307
440359,7552
440360,2925
440361,4991
440362,3628
440363,4674
440364,2365
440365,5769
440366,4005
440367,4460
440368,3171
440369,7310
440370,1445
440371,7354
440372,3476
440373,4119
440374,3218
440375,5768
440376,2615
440377,6084
440378,3491
440379,4929
440380,2604
440381,5978
440382,2472
440383,7459
440384,3454
440385,2966
440386,3452
440387,7883
440388,2277
440389,7225
440390,2966
440391,4051
440392,3499
440393,6994
440394,2408
440395,5632
440396,3368
440397,4871
440398,2936
440399,7514
440400,1746
440401,6602
440402,3089
440403,5605
440404,3714
440405,4792
440406,2417
440407,6201
440408,3718
440409,4758
440410,2866
440411,7519
440412,1794
440413,7423
440414,3318
440415,3814
440416,4130
440417,7638
440418,2535
440419,5812
440420,2334
440421,4969
440422,3346
440423,6685
440424,2251
440425,5463
440426,3003
440427,4425
440428,3390
440429,6385
440430,2028
440431,7421
440432,3386
440433,3995
440434,3409
440435,5781
440436,1995
440437,7755
440438,3415
440439,4146
440440,2063
440441,7279
440442,2359
440443,7041
440444,3562
440445,3530
440446,3787
440447,6520
440448,2482
440449,7051
440450,2547
440451,4160
440452,3594
440453,7052
440454,1886
440455,5617
440456,3669
440457,4914
440458,3082
440459,6770
440460,1944
440461,5918
440462,3498
440463,4899
440464,3778
440465,6136
440466,2050
440467,6493
440468,3153
440469,5020
440470,2801
440471,6567
440472,2539
440473,6033
440474,3447
440475,3550
440476,3627
440477,6299
440478,2444
440479,7023
440480,2461
440481,4442
440482,2831
440483,6859
440484,2300
440485,5691
440486,3518
440487,4666
440488,3779
440489,6284
440490,2239
440491,6834
440492,3313
440493,5121
440494,3812
440495,5614
440496,1997
440497,6907
440498,3460
440499,4477
440500,2614
440501,6823
440502,2342
440503,5712
440504,3532
440505,3833
440506,2901
440507,7447
440508,2470
440509,7598
440510,2312
440511,4752
440512,3727
440513,6833
440514,2156
440515,5542
440516,3731
440517,3487
440518,3356
440519,7092
440520,1924
440521,6614
440522,3432
440523,5097
440524,3182
440525,5960
440526,2104
440527,8135
440528,3595
440529,5012
440530,3279
440531,5383
440532,2262
440533,6904
440534,3332
440535,3652
440536,3913
440537,7464
440538,1545
440539,6693
440540,2831
440541,4621
440542,3605
440543,7461
440544,2378
440545,4487
440546,4092
440547,4791
440548,3684
440549,7752
440550,1657
440551,7197
440552,3402
440553,4090
440554,4279
440555,5133
440556,2374
440557,6735
440558,4028
440559,4134
440560,2705
440561,7214
440562,2531
440563,7119
440564,3663
440565,3676
440566,3167
440567,6562
440568,2642
440569,7335
440570,2357
440571,5472
440572,2404
440573,6215
440574,2267
440575,5721
440576,3462
440577,5234
440578,3581
440579,7985
440580,1416
440581,7016
440582,3160
440583,4126
440584,3708
440585,5656
440586,2065
440587,6374
440588,4042
440589,4219
440590,2884
440591,6392
440592,2350
440593,7342
440594,3134
440595,3859
440596,3203
440597,7439
440598,2682
440599,7468
440600,3085
440601,4217
440602,3551
440603,6789
440604,2367
440605,5411
440606,3605
440607,4921
440608,3202
440609,6611
440610,1967
440611,7142
440612,3496
440613,5164
440614,3882
440615,5181
440616,2069
440617,7018
440618,3549
440619,4980
440620,3093
440621,7755
440622,2183
440623,6953
440624,3391
440625,3683
440626,3374
440627,6890
440628,2600
440629,5970
440630,2858
440631,4874
440632,3594
440633,7408
440634,2278
440635,5940
440636,2920
440637,4755
440638,3065
440639,7662
440640,1755
440641,6609
440642,3588
440643,4023
440644,3282
440645,6009
440646,2503
440647,7042
440648,3367
440649,4209
440650,2498
440651,7130
440652,2487
440653,7156
440654,3377
440655,3630
440656,3597
440657,5693
440658,2508
440659,6975
440660,2684
440661,4624
440662,3325
440663,6843
440664,1956
440665,5641
440666,3831
440667,4472
440668,3349
440669,7415
440670,1962
440671,5425
440672,3586
440673,4564
440674,3340
440675,5539
440676,2305
440677,7511
440678,3182
440679,4734
440680,2982
440681,7284
440682,2194
440683,7509
440684,3680
440685,3260
440686,3950
440687,5940
440688,2324
440689,7471
440690,2882
440691,4896
440692,3468
440693,6661
440694,2530
440695,5661
440696,3277
440697,4770
440698,3513
440699,6624
440700,1717
440701,6486
440702,3836
440703,4772
440704,3348
440705,5407
440706,1934
440707,6966
440708,3409
440709,4518
440710,2661
440711,6875
440712,2289
440713,5266
440714,3601
440715,3699
440716,3371
440717,7102
440718,2534
440719,7011
440720,2492
440721,4566
440722,3447
440723,7370
440724,1957
440725,5538
440726,2808
440727,4133
440728,3791
440729,7660
440730,2082
440731,7521
440732,3379
440733,4661
440734,2878
440735,5788
440736,2290
440737,6491
440738,3689
440739,4081
440740,2917
440741,6260
440742,2030
440743,6649
440744,3742
440745,3541
440746,4149
440747,7590
440748,1909
440749,6968
440750,2632
440751,4624
440752,3501
440753,7467
440754,2291
440755,5228
440756,3569
440757,4995
440758,3224
440759,6141
440760,1956
440761,7022
440762,3048
440763,4870
440764,3784
440765,4823
440766,2389
440767,7167
440768,3909
440769,3864
440770,2752
440771,6687
440772,2454
440773,7571
440774,3323
440775,3844
440776,2854
440777,6934
440778,2188
440779,7302
440780,3319
440781,3849
440782,3250
440783,6763
440784,2627
440785,6141
440786,3977
440787,4601
440788,3601
440789,6632
440790,1723
440791,6626
440792,3421
440793,4603
440794,3473
440795,5375
440796,2459
440797,6338
440798,3684
440799,4914
440800,2664
440801,7363
440802,1979
440803,6525
440804,2771
440805,3769
440806,3879
440807,6994
440808,2567
440809,7392
440810,2876
440811,4552
440812,3907
440813,7400
440814,2350
440815,5980
440816,3618
440817,3969
440818,2874
440819,6792
440820,1877
440821,7384
440822,3812
440823,4815
440824,4045
440825,4501
440826,2129
440827,6472
440828,3916
440829,4238
440830,2593
440831,7625
440832,2249
440833,7986
440834,3219
440835,3646
440836,2668
440837,6521
440838,2418
440839,5845
440840,2742
440841,4865
440842,3789
440843,6940
440844,2298
440845,5707
440846,3225
440847,4704
440848,3586
440849,6892
440850,1731
440851,6484
440852,3269
440853,4361
440854,3343
440855,6145
440856,2521
440857,7089
440858,2777
440859,5264
440860,2232
440861,6277
440862,2280
440863,6870
440864,3441
440865,3547
440866,3714
440867,6383
440868,2677
440869,6148
440870,2684
440871,4677
440872,3398
440873,6902
440874,2051
440875,5436
440876,3390
440877,4685
440878,3260
440879,7048
440880,1881
440881,6278
440882,3392
440883,5307
440884,3518
440885,5489
440886,2544
440887,6733
440888,3182
440889,4909
440890,2971
440891,6678
440892,2401
440893,7315
440894,4019
440895,2532
440896,4290
440897,6941
440898,2343
440899,7043
440900,2846
440901,4829
440902,2358
440903,7538
440904,2613
440905,5672
440906,3389
440907,4849
440908,3320
440909,6465
440910,1539
440911,7208
440912,3466
440913,3964
440914,3576
440915,5473
440916,2103
440917,8006
440918,3821
440919,4946
440920,2394
440921,6589
440922,2031
440923,6765
440924,3374
440925,4054
440926,3490
440927,7023
440928,2679
440929,6556
440930,2358
440931,4919
440932,3893
440933,6697
440934,2221
440935,4980
440936,3691
440937,4603
440938,3708
440939,7214
440940,2064
440941,7130
440942,3597
440943,4435
440944,2889
440945,5325
440946,1915
440947,6610
440948,3735
440949,4870
440950,2868
440951,6606
440952,2292
440953,7239
440954,3463
440955,3942
440956,3499
440957,6863
440958,1736
440959,7412
440960,2742
440961,5214
440962,3268
440963,6878
440964,2366
440965,4845
440966,3248
440967,5479
440968,2923
440969,6726
440970,1681
440971,6312
440972,3134
440973,4541
440974,3444
440975,5131
440976,2496
440977,6879
440978,3663
440979,3596
440980,2858
440981,7172
440982,2407
440983,7508
440984,3896
440985,3958
440986,2965
440987,7383
440988,2313
440989,7139
440990,2610
440991,4404
440992,3767
440993,6231
440994,2285
440995,6127
440996,3828
440997,5044
440998,3988
440999,6574
441000,1516
441001,6384
441002,3417
441003,4634
441004,3600
441005,5232
441006,2760
441007,6385
441008,3174
441009,4403
441010,2842
441011,7052
441012,1870
441013,7193
441014,2771
441015,3613
441016,3761
441017,7643
441018,2548
441019,6802
441020,3076
441021,4188
441022,3715
441023,6129
441024,2555
441025,5132
441026,3367
441027,5255
441028,3120
441029,7579
441030,1791
441031,7118
441032,3640
441033,5042
441034,3381
441035,4528
441036,2818
441037,6554
441038,3439
441039,5206
441040,2744
441041,7274
441042,1977
441043,6920
441044,3759
441045,3637
441046,3065
441047,7078
441048,2291
441049,5656
441050,2881
441051,4109
441052,3580
441053,8184
441054,2074
441055,5371
441056,2870
441057,4695
441058,3539
441059,7063
441060,1875
441061,7399
441062,3052
441063,4676
441064,3044
441065,5042
441066,2191
441067,6429
441068,3663
441069,4381
441070,2729
441071,7162
441072,2372
441073,7174
441074,3449
441075,3686
441076,3888
441077,5265
441078,2152
441079,7593
441080,2533
441081,4794
441082,2685
441083,7065
441084,1928
441085,6242
441086,3273
441087,5307
441088,3513
441089,6563
441090,2163
441091,6226
441092,3429
441093,4438
441094,3350
441095,5904
441096,2556
441097,7367
441098,2752
441099,4201
441100,2474
441101,7740
441102,2522
441103,6789
441104,3261
441105,3472
441106,3746
441107,7161
441108,2732
441109,7889
441110,2399
441111,4582
441112,2881
441113,6702
441114,2558
441115,5746
441116,3468
441117,4738
441118,3254
441119,5895
441120,1610
441121,6990
441122,3297
441123,3942
441124,3719
441125,6080
441126,1753
441127,7243
441128,3492
441129,4540
441130,2880
441131,6894
441132,2467
441133,5280
441134,3921
441135,3746
441136,3556
441137,7392
441138,2808
441139,7130
441140,2587
441141,4830
441142,2933
441143,7083
441144,1862
441145,5673
441146,3495
441147,4287
441148,3413
441149,7026
441150,1566
441151,7198
441152,3362
441153,4867
441154,3003
441155,5248
441156,2265
441157,7033
441158,3916
441159,5566
441160,2748
441161,5339
441162,2527
441163,7455
441164,3619
441165,3704
441166,3660
441167,7148
441168,1583
441169,6915
441170,2883
441171,4462
441172,3952
441173,7465
441174,2436
441175,5218
441176,3448
441177,5223
441178,3517
441179,7686
441180,2015
441181,6757
441182,2684
441183,4661
441184,3440
441185,5483
441186,2297
441187,7063
441188,3185
441189,3991
441190,2545
441191,7106
441192,2150
441193,7281
441194,3298
441195,3796
441196,3347
441197,6608
441198,2293
441199,6662
441200,3188
441201,4534
441202,3604
441203,6451
441204,2524
441205,6216
441206,3742
441207,4671
441208,3792
441209,6583
441210,1500
441211,7125
441212,3617
441213,5144
441214,4049
441215,5955
441216,2783
441217,6281
441218,3277
441219,4668
441220,3255
441221,6594
441222,2389
441223,6917
441224,2832
441225,3235
441226,3735
441227,6771
441228,2495
441229,7747
441230,2959
441231,4186
441232,3587
441233,6466
441234,2350
441235,5527
441236,3364
441237,4675
441238,2973
441239,7988
441240,1820
441241,7043
441242,3594
441243,4155
441244,3615
441245,5473
441246,2444
441247,7485
441248,3429
441249,4900
441250,2707
441251,7305
441252,1908
441253,7583
441254,3252
441255,3881
441256,3049
441257,7133
441258,2297
441259,5803
441260,3058
441261,4578
441262,3412
441263,7664
441264,2379
441265,4927
441266,2926
441267,4794
441268,3995
441269,7038
441270,1725
441271,6831
441272,3536
441273,4312
441274,3736
441275,5917
441276,2193
441277,7322
441278,3382
441279,4741
441280,2598
441281,6990
441282,2329
441283,6083
441284,3640
441285,3303
441286,3740
441287,5329
441288,2179
441289,7680
441290,3182
441291,4920
441292,3440
441293,6605
441294,2079
441295,5920
441296,3845
441297,4829
441298,2808
441299,7138
441300,2099
441301,5850
441302,4021
441303,4630
441304,3346
441305,6332
441306,2500
441307,6940
441308,3193
441309,4507
441310,3013
441311,6346
441312,2444
441313,7317
441314,3284
441315,3010
441316,3569
441317,7299
441318,2563
441319,7343
441320,2377
441321,5005
441322,3453
441323,7268
441324,2247
441325,5678
441326,3801
441327,4344
441328,3686
441329,6536
441330,1781
441331,6965
441332,3533
441333,4803
441334,3699
441335,5085
441336,2034
441337,5610
441338,3456
441339,4594
441340,2832
441341,6763
441342,2415
441343,6700
441344,3465
441345,3775
441346,3890
441347,6796
441348,2398
441349,7680
441350,2140
441351,4661
441352,3407
441353,6383
441354,2411
441355,5885
441356,3335
441357,4384
441358,3876
441359,7636
441360,1615
441361,6870
441362,3733
441363,4703
441364,2893
441365,6243
441366,2255
441367,7566
441368,3647
441369,4414
441370,2768
441371,5503
441372,2460
441373,6738
