d,R(d)
869198,2537
869199,3635
869200,2311
869201,6445
869202,2112
869203,6099
869204,2591
869205,3188
869206,3209
869207,6333
869208,2198
869209,5563
869210,2529
869211,3548
869212,3039
869213,6148
869214,1619
869215,4971
869216,2974
869217,3779
869218,2584
869219,5978
869220,1420
869221,6302
869222,3350
869223,4329
869224,3032
869225,4122
869226,2205
869227,6192
869228,2877
869229,4542
869230,2470
869231,5249
869232,1709
869233,6365
869234,3177
869235,3130
869236,3009
869237,6756
869238,1679
869239,5293
869240,2271
869241,3980
869242,2664
869243,5943
869244,1844
869245,4445
869246,2756
869247,3916
869248,2935
869249,6444
869250,1700
869251,6014
869252,2895
869253,3081
869254,3033
869255,5270
869256,1888
869257,6467
869258,2711
869259,3607
869260,1618
869261,5805
869262,1863
869263,6264
869264,2750
869265,2809
869266,3160
869267,5596
869268,2130
869269,6194
869270,2528
869271,3290
869272,3236
869273,6673
869274,1977
869275,4943
869276,3656
869277,3958
869278,3076
869279,6077
869280,1638
869281,5172
869282,3382
869283,3877
869284,2530
869285,4819
869286,1942
869287,6452
869288,2812
869289,4359
869290,2609
869291,6144
869292,2134
869293,5905
869294,3343
869295,2547
869296,2787
869297,5179
869298,1758
869299,5705
869300,2479
869301,4104
869302,2639
869303,6650
869304,1925
869305,4802
869306,3435
869307,3730
869308,2745
869309,5646
869310,1654
869311,6247
869312,2740
869313,4052
869314,2774
869315,4649
869316,1819
869317,5910
869318,3115
869319,3545
869320,2056
869321,5786
869322,2056
869323,4642
869324,3165
869325,3824
869326,3061
869327,6448
869328,2073
869329,5412
869330,2020
869331,4169
869332,3172
869333,5761
869334,2001
869335,4956
869336,2839
869337,3636
869338,3464
869339,6610
869340,1694
869341,5811
869342,3360
869343,4224
869344,2274
869345,4658
869346,2069
869347,6101
869348,3259
869349,4108
869350,2392
869351,4919
869352,1637
869353,6602
869354,2806
869355,3398
869356,3073
869357,5920
869358,1744
869359,5423
869360,2696
869361,4164
869362,2538
869363,4944
869364,2013
869365,4026
869366,3010
869367,4197
869368,3122
869369,6003
869370,2052
869371,6016
869372,2624
869373,4390
869374,3135
869375,4665
869376,2075
869377,5888
869378,2911
869379,3462
869380,2321
869381,6159
869382,2286
869383,6152
869384,3121
869385,2965
869386,2703
869387,6378
869388,2023
869389,6228
869390,2579
869391,3711
869392,3010
869393,5391
869394,1900
869395,4813
869396,2800
869397,3718
869398,3311
869399,6526
869400,1430
869401,5751
869402,3190
869403,4103
869404,3147
869405,4787
869406,2177
869407,4998
869408,2798
869409,3711
869410,2557
869411,6318
869412,2006
869413,6357
869414,2674
869415,3517
869416,3067
869417,5714
869418,1879
869419,6333
869420,2001
869421,3195
869422,3000
869423,5928
869424,2196
869425,5100
869426,2920
869427,3711
869428,2434
869429,6025
869430,1486
869431,5671
869432,3258
869433,3729
869434,3505
869435,4420
869436,1793
869437,6020
869438,2851
869439,3460
869440,1993
869441,6122
869442,1561
869443,6620
869444,2915
869445,3415
869446,3167
869447,6263
869448,1937
869449,5306
869450,2340
869451,3445
869452,3568
869453,5932
869454,1987
869455,5029
869456,2611
869457,3739
869458,3471
869459,6026
869460,1492
869461,6156
869462,2818
869463,3756
869464,3044
869465,4380
869466,1828
869467,5933
869468,3159
869469,3940
869470,1935
869471,6250
869472,2246
869473,5283
869474,2718
869475,3718
869476,3163
869477,4965
869478,1771
869479,5448
869480,2564
869481,4353
869482,3145
869483,5249
869484,1307
869485,4642
869486,3218
869487,4293
869488,3134
869489,6665
869490,1681
869491,5676
869492,2638
869493,4374
869494,3066
869495,4428
869496,2652
869497,6173
869498,2861
869499,3787
869500,2125
869501,6436
869502,2226
869503,5820
869504,2870
869505,2542
869506,2675
869507,5805
869508,1850
869509,6444
869510,2713
869511,3706
869512,2250
869513,6398
869514,2128
869515,4500
869516,2975
869517,3838
869518,2425
869519,4815
869520,1531
869521,6006
869522,3297
869523,4014
869524,3486
869525,4882
869526,1618
869527,5878
869528,2461
869529,3892
869530,2593
869531,5599
869532,1749
869533,5307
869534,3007
869535,3359
869536,2876
869537,6065
869538,1945
869539,5736
869540,2050
869541,4679
869542,3085
869543,6254
869544,1944
869545,5098
869546,2950
869547,3486
869548,2778
869549,6361
869550,1415
869551,6260
869552,3248
869553,4024
869554,2593
869555,5017
869556,1873
869557,5884
869558,2792
869559,4101
869560,2527
869561,4814
869562,2245
869563,6661
869564,2880
869565,2937
869566,3105
869567,5587
869568,2058
869569,5857
869570,2282
869571,4188
869572,2706
869573,5461
869574,1871
869575,4293
869576,2820
869577,4252
869578,2648
869579,6135
869580,1575
869581,6159
869582,2560
869583,3849
869584,3088
869585,4438
869586,2082
869587,6347
869588,2980
869589,3508
869590,2637
869591,6081
869592,2041
869593,5939
869594,2718
869595,3691
869596,2365
869597,6505
869598,2452
869599,6548
869600,2483
869601,3771
869602,3124
869603,5398
869604,2319
869605,4218
869606,2975
869607,3998
869608,3094
869609,5441
869610,1164
869611,5198
869612,2940
869613,3930
869614,3185
869615,5227
869616,1610
869617,5796
869618,2697
869619,3880
869620,2263
869621,6217
869622,1790
869623,6175
869624,2699
869625,3093
869626,2993
869627,5111
869628,2261
869629,6565
869630,2032
869631,3171
869632,3103
869633,5906
869634,1815
869635,3987
869636,3577
869637,3866
869638,2205
869639,6065
869640,1572
869641,6938
869642,3137
869643,4498
869644,3365
869645,4423
869646,2169
869647,5686
869648,3137
869649,3914
869650,2450
869651,5991
869652,1741
869653,5595
869654,2926
869655,3468
869656,2915
869657,6378
869658,2150
869659,5460
869660,2641
869661,3508
869662,3658
869663,6123
869664,2083
869665,4908
869666,2600
869667,3857
869668,2957
869669,5762
869670,1571
869671,6013
869672,3245
869673,3293
869674,2709
869675,4713
869676,1804
869677,5690
869678,3024
869679,4231
869680,2214
869681,6618
869682,2021
869683,6505
869684,2948
869685,3119
869686,3217
869687,5090
869688,1863
869689,6559
869690,2379
869691,4131
869692,2808
869693,5758
869694,1924
869695,5248
869696,2958
869697,4042
869698,3193
869699,5822
869700,1388
869701,4946
869702,3012
869703,3487
869704,3061
869705,4992
869706,1840
869707,5760
869708,2702
869709,3964
869710,2084
869711,6286
869712,2140
869713,5979
869714,2936
869715,2834
869716,3335
869717,6244
869718,1845
869719,6179
869720,2361
869721,4395
869722,2651
869723,6578
869724,1881
869725,4783
869726,2514
869727,3965
869728,2650
869729,5483
869730,1619
869731,6348
869732,2961
869733,4535
869734,3218
869735,5491
869736,1523
869737,5521
869738,2941
869739,3595
869740,2748
869741,6002
869742,2358
869743,5082
869744,3073
869745,2883
869746,3031
869747,5915
869748,1966
869749,6597
869750,1898
869751,4542
869752,2767
869753,6123
869754,1900
869755,4898
869756,2813
869757,3506
869758,3342
869759,5062
869760,1584
869761,5684
869762,3583
869763,3894
869764,2715
869765,4405
869766,2018
869767,5557
869768,2839
869769,4009
869770,2404
869771,5255
869772,1875
869773,6802
869774,2845
869775,3371
869776,3019
869777,6225
869778,1616
869779,5938
869780,2486
869781,3652
869782,3120
869783,6321
869784,2397
869785,4089
869786,2907
869787,4171
869788,2979
869789,6324
869790,1991
869791,6069
869792,2476
869793,4221
869794,2789
869795,5210
869796,2157
869797,5530
869798,3018
869799,3813
869800,2298
869801,6074
869802,2069
869803,5684
869804,2596
869805,2999
869806,2722
869807,5731
869808,2312
869809,6437
869810,2787
869811,3942
869812,2840
869813,5592
869814,1871
869815,5279
869816,3170
869817,3560
869818,3111
869819,6023
869820,1180
869821,6063
869822,2958
869823,3722
869824,3330
869825,4223
869826,1974
869827,5435
869828,3184
869829,4004
869830,2249
869831,5893
869832,2106
869833,5931
869834,2455
869835,2985
869836,2543
869837,6115
869838,2143
869839,5729
869840,2421
869841,2972
869842,3282
869843,5851
869844,1937
869845,5145
869846,3159
869847,3898
869848,2902
869849,5992
869850,1684
869851,5845
869852,2796
869853,4177
869854,3291
869855,4065
869856,1836
869857,6100
869858,2738
869859,3821
869860,2249
869861,5563
869862,1502
869863,6367
869864,2996
869865,3508
869866,2828
869867,6254
869868,2041
869869,4216
869870,2396
869871,4189
869872,3160
869873,5376
869874,2009
869875,4433
869876,2833
869877,3952
869878,3117
869879,5970
869880,1660
869881,6204
869882,2425
869883,3230
869884,2980
869885,5288
869886,2161
869887,6545
869888,3245
869889,3979
869890,2173
869891,5620
869892,1928
869893,6153
869894,2895
869895,3154
869896,3121
869897,5381
869898,2260
869899,6442
869900,2218
869901,3904
869902,2675
869903,6288
869904,1809
869905,4726
869906,3401
869907,3918
869908,2996
869909,6435
869910,1211
869911,5075
869912,3401
869913,3065
869914,2920
869915,4934
869916,2042
869917,5854
869918,2742
869919,4184
869920,2534
869921,5723
869922,1965
869923,5990
869924,2917
869925,3025
869926,2995
869927,6160
869928,1815
869929,6525
869930,2431
869931,4121
869932,2747
869933,5820
869934,1833
869935,4427
869936,3380
869937,4015
869938,3115
869939,5179
869940,1548
869941,6089
869942,2926
869943,4298
869944,3371
869945,4548
869946,1653
869947,5470
869948,3150
869949,3942
869950,2503
869951,6314
869952,2218
869953,4730
869954,2961
869955,3462
869956,3121
869957,5804
869958,1919
869959,5856
869960,1849
869961,3923
869962,3234
869963,6023
869964,2003
869965,4771
869966,3105
869967,3602
869968,2952
869969,6220
869970,1469
869971,5960
869972,3007
869973,3825
869974,2691
869975,4889
869976,2347
869977,6352
869978,3127
869979,3477
869980,2728
869981,5283
869982,2053
869983,6289
869984,3079
869985,3440
869986,2892
869987,6084
869988,1699
869989,5792
869990,2229
869991,3850
869992,3303
869993,6573
869994,2323
869995,4437
869996,2965
869997,4191
869998,2809
869999,5842
870000,1888
870001,5791
870002,2292
870003,3689
870004,3069
870005,4833
870006,2135
870007,6548
870008,3360
870009,3384
870010,2309
870011,6492
870012,1546
870013,6123
870014,2912
870015,3133
870016,2756
870017,5885
870018,2272
870019,5979
870020,2503
870021,3833
870022,3312
870023,5331
870024,2005
870025,4039
870026,2765
870027,4105
870028,3510
870029,5734
870030,1593
870031,5802
870032,3065
870033,4380
870034,3091
870035,4684
870036,2222
870037,4744
870038,2535
870039,3981
870040,2132
870041,6447
870042,2151
870043,5348
870044,2601
870045,3290
870046,2950
870047,6002
870048,2104
870049,6346
870050,2287
870051,3611
870052,2875
870053,6222
870054,1996
870055,4957
870056,2922
870057,4228
870058,2582
870059,6668
870060,1402
870061,5899
870062,3291
870063,4553
870064,2715
870065,4659
870066,2261
870067,5375
870068,3058
870069,4277
870070,2440
870071,5928
870072,1765
870073,5960
870074,2927
870075,3150
870076,3094
870077,4674
870078,1502
870079,5058
870080,2498
870081,4462
870082,2659
870083,6523
870084,1978
870085,4494
870086,2561
870087,3435
870088,3090
870089,5494
870090,1659
870091,6349
870092,2952
870093,3943
870094,3204
870095,5295
870096,2240
870097,5706
870098,3361
870099,4104
870100,1726
870101,6362
870102,1834
870103,5965
870104,3105
870105,3152
870106,3085
870107,5216
870108,2236
870109,6066
870110,2676
870111,3384
870112,3559
870113,5963
870114,2015
870115,4806
870116,3032
870117,4187
870118,2927
870119,6566
870120,1812
870121,5297
870122,3039
870123,4298
870124,2903
870125,4931
870126,2598
870127,6514
870128,2535
870129,3756
870130,2361
870131,5716
870132,1922
870133,5176
870134,2789
870135,2767
870136,2778
870137,5991
870138,2095
870139,6125
870140,2368
870141,3819
870142,2544
870143,5577
870144,2042
870145,4624
870146,2992
870147,3668
870148,3092
870149,5151
870150,1783
870151,6206
870152,3192
870153,4401
870154,3010
870155,4290
870156,2019
870157,6083
870158,3266
870159,3806
870160,2552
870161,6217
870162,1774
870163,5518
870164,3060
870165,3723
870166,3030
870167,5901
870168,2057
870169,6270
870170,2530
870171,4138
870172,3282
870173,6400
870174,2056
870175,4824
870176,3204
870177,2430
870178,2926
870179,5817
870180,1569
870181,5075
870182,2980
870183,4225
870184,2415
870185,5029
870186,1887
870187,6331
870188,3435
870189,4221
870190,2345
870191,5459
870192,2331
870193,6400
870194,2992
870195,3337
870196,2498
870197,6221
870198,1975
870199,5891
870200,2534
870201,3587
870202,3286
870203,5287
870204,2418
870205,4036
870206,3350
870207,3520
870208,3207
870209,6420
870210,1171
870211,6141
870212,2586
870213,4076
870214,3160
870215,5018
870216,2086
870217,6145
870218,3281
870219,3336
870220,2437
870221,5773
870222,2027
870223,6178
870224,3307
870225,3093
870226,2482
870227,5690
870228,2007
870229,6645
870230,2562
870231,3707
870232,2553
870233,4527
870234,1966
870235,4717
870236,3022
870237,4952
870238,2728
870239,5917
870240,1428
870241,6281
870242,3121
870243,3966
870244,3029
870245,5258
870246,1775
870247,4741
870248,3192
870249,4423
870250,2187
870251,6025
870252,1991
870253,5810
870254,2534
870255,3218
870256,3344
870257,5998
870258,1965
870259,5885
870260,2556
870261,3171
870262,3136
870263,6260
870264,1952
870265,4901
870266,3090
870267,3796
870268,3104
870269,5861
870270,1595
870271,6085
870272,2809
870273,4727
870274,2937
870275,4017
870276,1756
870277,5810
870278,2487
870279,3809
870280,2608
870281,5510
870282,2018
870283,6310
870284,3040
870285,2993
870286,2640
870287,5708
870288,2048
870289,5383
870290,2548
870291,4643
870292,3282
870293,5417
870294,2268
870295,4963
870296,3071
870297,4074
870298,2189
870299,5687
870300,1436
870301,6035
870302,3168
870303,3865
870304,3066
870305,4928
870306,1918
870307,5482
870308,3133
870309,3796
870310,2074
870311,5443
870312,2055
870313,6386
870314,3174
870315,2909
870316,3390
870317,5406
870318,2174
870319,6270
870320,2386
870321,3873
870322,3323
870323,6297
870324,1640
870325,5432
870326,3102
870327,3925
870328,3168
870329,6010
870330,1605
870331,4826
870332,2848
870333,3979
870334,3164
870335,4897
870336,1694
870337,5553
870338,2760
870339,3939
870340,2511
870341,6483
870342,1852
870343,5622
870344,2790
870345,3074
870346,2778
870347,6460
870348,1848
870349,6035
870350,2307
870351,3921
870352,2752
870353,6602
870354,2015
870355,4794
870356,2751
870357,3717
870358,3074
870359,5629
870360,1570
870361,6509
870362,3010
870363,3609
870364,2331
870365,4873
870366,1547
870367,6469
870368,3217
870369,3907
870370,2641
870371,5817
870372,2383
870373,5089
870374,2888
870375,2942
870376,3267
870377,6112
870378,2046
870379,6167
870380,1868
870381,4282
870382,3328
870383,6025
870384,2401
870385,5344
870386,2972
870387,3990
870388,2798
870389,5044
870390,1640
870391,6368
870392,3366
870393,3925
870394,2488
870395,4762
870396,1804
870397,5279
870398,3311
870399,4199
870400,2463
870401,5271
870402,1770
870403,6053
870404,2930
870405,3506
870406,3065
870407,6183
870408,1452
870409,5913
870410,2391
870411,4129
870412,3140
870413,5853
870414,1874
870415,3999
870416,2780
870417,3481
870418,3060
870419,5332
870420,1545
870421,5928
870422,2344
870423,3792
870424,3133
870425,4549
870426,2424
870427,5991
870428,2502
870429,3384
870430,1831
870431,6139
870432,2197
870433,6023
870434,3146
870435,3053
870436,2608
870437,6112
870438,2035
870439,6571
870440,2539
870441,3630
870442,3046
870443,5251
870444,1988
870445,4521
870446,3230
870447,4249
870448,3004
870449,6045
870450,1553
870451,6058
870452,3221
870453,4017
870454,3031
870455,4961
870456,1984
870457,5951
870458,2621
870459,4291
870460,2536
870461,6051
870462,1806
870463,5509
870464,2426
870465,3483
870466,3179
870467,6108
870468,1854
870469,6097
870470,2268
870471,3311
870472,3441
870473,6764
870474,2008
870475,5258
870476,3133
870477,4426
870478,2888
870479,6253
870480,1597
870481,5843
870482,3100
870483,4444
870484,3086
870485,3529
870486,2188
870487,6222
870488,3075
870489,4493
870490,2661
870491,5996
870492,1513
870493,5509
870494,3311
870495,3289
870496,2941
870497,6415
870498,2191
870499,5409
870500,2305
870501,3879
870502,3220
870503,6346
870504,1936
870505,5174
870506,2501
870507,3719
870508,3082
870509,6132
870510,1637
870511,6070
870512,3044
870513,3462
870514,3239
870515,4770
870516,1942
870517,6440
870518,2542
870519,3812
870520,2315
870521,6167
870522,1803
870523,5758
870524,3036
870525,3042
870526,3032
870527,5830
870528,2528
870529,5308
870530,2536
870531,3391
870532,3394
870533,6040
870534,1606
870535,4676
870536,2968
870537,4172
870538,2674
870539,5982
870540,1407
870541,4725
870542,2926
870543,4122
870544,3130
870545,4250
870546,2111
870547,5965
870548,2415
870549,4614
870550,2366
870551,5157
870552,2252
870553,6211
870554,3100
870555,2465
870556,2883
870557,5864
870558,1945
870559,6691
870560,2605
870561,3357
870562,2012
870563,6420
870564,2348
870565,5180
870566,3021
870567,4076
870568,3247
870569,5354
870570,1550
870571,5482
870572,3165
870573,2999
870574,3028
870575,4992
870576,2041
870577,5989
870578,2986
870579,4266
870580,2173
870581,5849
870582,2176
870583,5263
870584,2798
870585,3245
870586,3228
870587,5498
870588,2337
870589,6653
870590,2404
870591,3949
870592,3129
870593,6134
870594,1830
870595,4818
870596,3093
870597,3174
870598,3099
870599,6149
870600,1816
870601,6239
870602,3021
870603,4296
870604,2274
870605,5286
870606,1888
870607,6627
870608,2931
870609,3913
870610,2093
870611,5140
870612,2149
870613,5887
870614,3018
870615,3569
870616,3109
870617,5880
870618,1690
870619,6260
870620,2456
870621,3640
870622,2978
870623,5591
870624,2091
870625,4032
870626,2938
870627,4154
870628,2909
870629,6476
870630,1576
870631,5954
870632,2636
870633,3888
870634,3202
870635,4801
870636,1994
870637,6008
870638,2983
870639,3294
870640,2784
870641,6175
870642,1746
870643,6058
870644,3587
870645,3557
870646,2706
870647,5833
870648,2106
870649,5513
870650,2043
870651,4083
870652,2634
870653,5163
870654,2209
870655,4587
870656,3036
870657,4051
870658,3094
870659,6130
870660,1190
870661,5718
870662,3002
870663,3789
870664,3423
870665,4391
870666,1792
870667,4571
870668,2981
870669,3725
870670,2361
870671,6120
870672,1733
870673,5874
870674,2490
870675,2701
870676,2685
870677,6289
870678,1896
870679,6074
870680,2501
870681,3083
870682,3495
870683,5773
870684,2015
870685,4806
870686,2857
870687,4331
870688,2621
870689,5787
870690,1884
870691,5780
870692,3009
870693,3888
870694,2755
870695,4120
870696,2144
870697,6217
870698,3136
870699,4190
870700,2546
870701,5824
870702,1756
870703,6401
870704,2979
870705,3075
870706,2962
870707,6659
870708,2611
870709,5349
870710,2368
870711,4472
870712,2864
870713,6067
870714,2114
870715,4904
870716,2206
870717,3755
870718,2774
870719,5693
870720,1544
870721,5883
870722,3070
870723,3290
870724,3643
870725,5134
870726,2187
870727,4895
870728,3057
870729,4080
870730,2172
870731,6379
870732,1809
870733,6420
870734,2698
870735,3441
870736,2705
870737,5210
870738,1890
870739,5760
870740,2000
870741,4113
870742,3220
870743,5965
870744,1442
870745,5120
870746,2775
870747,4203
870748,3302
870749,5819
870750,1599
870751,5020
870752,2807
870753,3667
870754,2698
870755,4725
870756,1961
870757,5088
870758,2831
870759,4161
870760,2308
870761,6146
870762,1548
870763,6122
870764,2884
870765,2990
870766,2943
870767,6605
870768,2312
870769,6132
870770,2397
870771,3932
870772,2457
870773,6322
870774,2026
870775,5257
870776,3124
870777,3991
870778,2884
870779,5039
870780,2282
870781,5392
870782,2865
870783,3864
870784,2672
870785,5025
870786,2103
870787,6527
870788,3089
870789,3757
870790,2522
870791,5997
870792,1756
870793,4771
870794,2975
870795,3443
870796,3442
870797,5856
870798,1897
870799,5922
870800,1943
870801,4855
870802,2830
870803,6362
870804,1913
870805,4695
870806,3496
870807,3411
870808,2689
870809,5720
870810,1554
870811,6186
870812,2999
870813,3902
870814,2854
870815,4372
870816,2117
870817,6141
870818,2981
870819,4410
870820,2662
870821,4872
870822,2016
870823,6274
870824,3099
870825,3029
870826,2736
870827,6262
870828,2014
870829,6189
870830,3059
870831,4101
870832,2910
870833,6342
870834,2120
870835,3677
870836,2704
870837,3598
870838,2951
870839,5769
870840,1748
870841,6136
870842,1985
870843,4490
870844,2580
870845,5268
870846,1919
870847,6208
870848,3041
870849,3553
870850,2492
870851,6171
870852,1806
870853,6155
870854,3662
870855,3280
870856,2933
870857,5494
870858,2044
870859,5479
870860,2722
870861,3842
870862,3361
870863,4963
870864,1859
870865,5066
870866,2886
870867,3655
870868,3282
870869,5374
870870,856
870871,6193
870872,2718
870873,4272
870874,3406
870875,4719
870876,2109
870877,5350
870878,2859
870879,4115
870880,2298
870881,5740
870882,2385
870883,5397
870884,2674
870885,3573
870886,3081
870887,6333
870888,2017
870889,5742
870890,2220
870891,3582
870892,2993
870893,6268
870894,1794
870895,4956
870896,2405
870897,3422
870898,2707
870899,5943
870900,1653
870901,6185
870902,3473
870903,3574
870904,3047
870905,3950
870906,1821
870907,5900
870908,3281
870909,3533
870910,2270
870911,6161
870912,1671
870913,6079
870914,2914
870915,3003
870916,3449
870917,6138
870918,1605
870919,4771
870920,2646
870921,4430
870922,2854
870923,5936
870924,2156
870925,4669
870926,2484
870927,3865
870928,2883
870929,6421
870930,1484
870931,5887
870932,3221
870933,3415
870934,2691
870935,4402
870936,1624
870937,5874
870938,2818
870939,4455
870940,2060
870941,5951
870942,2085
870943,5995
870944,2790
870945,3027
870946,3022
870947,4864
870948,1966
870949,6032
870950,2401
870951,4407
870952,3107
870953,5941
870954,1881
870955,5061
870956,2966
870957,3944
870958,2525
870959,6006
870960,1573
870961,5328
870962,2760
870963,3989
870964,3637
870965,5258
870966,1888
870967,6426
870968,2528
870969,4124
870970,2666
870971,5917
870972,2250
870973,6160
870974,2915
870975,2751
870976,3097
870977,6229
870978,1801
870979,6067
870980,1923
870981,4631
870982,2278
870983,6444
870984,2425
870985,4825
870986,3146
870987,3520
870988,3278
870989,5199
870990,1738
870991,5370
870992,3033
870993,4257
870994,2907
870995,4462
870996,1891
870997,6218
870998,2926
870999,4236
871000,1943
871001,6523
871002,2110
871003,5919
871004,2827
871005,3290
871006,2769
871007,5884
871008,2187
871009,5964
871010,2059
871011,4032
871012,3228
871013,5013
871014,2051
871015,4752
871016,3691
871017,3303
871018,3311
871019,6134
871020,1943
871021,6585
871022,2761
871023,4949
871024,2267
871025,4946
871026,1961
871027,6144
871028,3102
871029,3833
871030,2269
871031,5178
871032,2374
871033,5455
871034,3048
871035,2657
871036,2880
871037,6431
871038,1581
871039,6191
871040,2385
871041,4607
871042,3312
871043,5433
871044,2017
871045,3957
871046,2942
871047,3956
871048,3573
871049,6449
871050,1460
871051,6267
871052,2311
871053,4543
871054,2766
871055,4822
871056,1938
871057,6243
871058,2956
871059,3779
871060,2380
871061,6178
871062,2249
871063,5730
871064,3017
871065,3221
871066,2661
871067,5896
871068,1785
871069,5600
871070,2243
871071,3802
871072,3180
871073,5070
871074,1704
871075,5301
871076,3471
871077,3944
871078,3020
871079,5512
871080,1519
871081,6147
871082,3238
871083,4131
871084,3086
871085,4962
871086,1954
871087,4860
871088,2670
871089,4209
871090,2315
871091,5186
871092,1719
871093,5874
871094,2553
871095,3228
871096,2908
871097,6319
871098,1810
871099,6186
871100,2451
871101,3238
871102,2713
871103,5873
871104,1684
871105,5015
871106,3130
871107,4277
871108,2184
871109,5832
871110,1373
871111,6404
871112,2422
871113,4214
871114,2781
871115,4287
871116,2117
871117,6274
871118,3435
871119,3853
871120,2504
871121,6027
871122,2017
871123,5559
871124,3515
871125,3064
871126,2886
871127,5776
871128,2067
871129,5416
871130,2553
871131,3341
871132,3215
871133,6167
871134,1670
871135,4726
871136,2288
871137,4096
871138,3486
871139,6436
871140,1756
871141,6746
871142,3127
871143,3632
871144,2886
871145,4658
871146,1914
871147,6717
871148,2343
871149,3905
871150,1971
871151,6686
871152,1964
871153,6009
871154,2702
871155,3552
871156,2375
871157,5195
871158,2121
871159,6542
871160,2508
871161,4321
871162,2980
871163,7028
871164,1581
871165,4787
871166,2629
871167,3735
871168,2916
871169,6116
871170,1537
871171,4944
871172,2918
871173,4747
871174,2992
871175,4979
871176,2215
871177,6254
871178,2605
871179,4228
871180,2646
871181,6161
871182,2013
871183,6125
871184,3078
871185,2582
871186,3354
871187,6191
871188,2117
871189,5161
871190,2889
871191,4087
871192,2565
871193,5630
871194,1820
871195,4464
871196,3260
871197,4269
871198,3239
871199,5140
871200,1577
871201,6683
871202,2937
871203,4031
871204,3062
871205,4736
871206,1620
871207,5526
871208,2905
871209,3909
871210,2507
871211,6375
871212,2053
871213,5335
871214,3327
871215,3319
871216,2830
871217,6103
871218,2089
871219,5626
871220,2105
871221,3662
871222,2769
871223,6598
871224,1781
871225,5138
871226,2945
871227,3598
871228,2829
871229,6347
871230,1606
871231,5604
871232,3081
871233,3862
871234,2402
871235,4621
871236,1852
871237,5531
871238,3914
871239,4109
871240,2348
871241,5388
871242,2085
871243,6386
871244,3033
871245,3092
871246,2859
871247,5679
871248,2008
871249,6376
871250,2270
871251,4249
871252,2971
871253,6430
871254,1849
871255,3773
871256,3121
871257,4492
871258,3329
871259,5945
871260,1394
871261,6499
871262,2528
871263,3734
871264,2443
871265,5133
871266,1875
871267,5892
871268,3238
871269,3135
871270,2769
871271,6447
871272,2038
871273,5901
871274,3005
871275,2971
871276,2434
871277,5235
871278,1845
871279,5743
871280,2591
871281,4339
871282,2992
871283,4961
871284,2263
871285,5081
871286,2162
871287,4103
871288,2783
871289,6465
871290,1159
871291,5706
871292,2691
871293,4026
871294,3404
871295,5311
871296,2080
871297,5393
871298,2901
871299,3697
871300,2299
871301,5221
871302,1961
871303,6422
871304,2319
871305,2982
871306,3158
871307,6374
871308,2045
871309,5878
871310,2454
871311,3534
871312,2735
871313,6247
871314,2041
871315,5400
871316,3533
871317,3740
871318,2395
871319,6579
871320,2051
871321,5244
871322,3274
871323,4107
871324,3049
871325,4304
871326,1900
871327,6165
871328,2775
871329,4384
871330,2702
871331,6258
871332,1595
871333,6292
871334,2834
871335,3138
871336,3050
871337,6296
871338,1997
871339,4909
871340,2451
871341,4404
871342,3398
871343,5917
871344,2157
871345,4504
871346,2470
871347,4411
871348,2886
871349,6126
871350,1720
871351,5439
871352,2989
871353,3530
871354,2909
871355,5187
871356,2111
871357,6431
871358,3155
871359,3840
871360,2738
871361,6234
871362,1887
871363,6014
871364,3092
871365,2971
871366,3319
871367,5456
871368,2131
871369,5621
871370,2240
871371,4036
871372,3088
871373,6015
871374,1484
871375,4816
871376,3071
871377,3891
871378,2785
871379,5756
871380,1613
871381,5504
871382,3247
871383,3961
871384,2975
871385,4670
871386,1725
871387,6224
871388,2285
871389,3919
871390,2230
871391,6805
871392,2015
871393,6632
871394,2886
871395,2555
871396,2880
871397,5388
871398,2007
871399,6351
871400,2809
871401,3874
871402,2864
871403,5801
871404,1989
871405,4942
871406,3259
871407,4590
871408,3021
871409,4976
871410,1865
871411,6362
871412,2762
871413,4421
871414,3284
871415,4812
871416,1981
871417,6368
871418,2954
871419,4013
871420,2050
871421,6219
871422,2169
871423,5356
871424,3106
871425,3188
871426,3155
871427,6097
871428,1865
871429,5559
871430,2080
871431,4329
871432,2654
871433,6141
871434,2333
871435,4847
871436,3015
871437,3434
871438,3202
871439,5875
871440,1502
871441,6179
871442,2841
871443,4190
871444,2579
871445,4884
871446,1848
871447,5917
871448,3091
871449,4622
871450,2375
871451,5118
871452,2324
871453,4685
871454,2795
871455,2959
871456,3086
871457,5982
871458,1589
871459,6342
871460,2558
871461,4032
871462,3068
871463,6399
871464,1896
871465,4369
871466,2895
871467,3668
871468,2812
871469,6217
871470,1679
871471,5900
871472,2493
871473,3936
871474,3133
871475,4622
871476,2134
871477,5970
871478,3177
871479,3080
871480,2440
871481,5470
871482,2112
871483,5932
871484,3203
871485,3191
871486,2652
871487,6439
871488,1832
871489,5592
871490,2378
871491,4002
871492,2712
871493,5024
871494,2223
871495,4782
871496,2802
871497,3353
871498,3532
871499,6090
871500,1362
871501,5886
871502,3076
871503,4041
871504,2810
871505,4368
871506,2110
871507,5463
871508,2604
871509,4442
871510,2131
871511,6086
871512,2162
871513,6804
871514,2508
871515,3344
871516,3172
871517,5829
871518,2212
871519,5496
871520,2054
871521,4185
871522,3235
871523,6273
871524,1734
871525,4937
871526,3011
871527,4600
871528,2546
871529,6045
